Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2024-04-01 00:00:00-04:00,15.420000076293945,15.609999656677246,15.319999694824219,15.40999984741211,23249600,0.0,0.0,AAL
2024-04-02 00:00:00-04:00,15.0600004196167,15.109999656677246,14.359999656677246,14.399999618530273,34155400,0.0,0.0,AAL
2024-04-03 00:00:00-04:00,14.300000190734863,14.479999542236328,14.050000190734863,14.15999984741211,33357700,0.0,0.0,AAL
2024-04-04 00:00:00-04:00,14.239999771118164,14.350000381469727,13.760000228881836,13.829999923706055,47483600,0.0,0.0,AAL
2024-04-05 00:00:00-04:00,13.829999923706055,13.9399995803833,13.699999809265137,13.760000228881836,30612400,0.0,0.0,AAL
2024-04-08 00:00:00-04:00,13.819999694824219,14.079999923706055,13.739999771118164,13.899999618530273,28521000,0.0,0.0,AAL
2024-04-09 00:00:00-04:00,13.960000038146973,14.069999694824219,13.880000114440918,13.949999809265137,27841900,0.0,0.0,AAL
2024-04-10 00:00:00-04:00,14.010000228881836,14.149999618530273,13.300000190734863,13.40999984741211,49024100,0.0,0.0,AAL
2024-04-11 00:00:00-04:00,13.4399995803833,13.720000267028809,13.300000190734863,13.619999885559082,27814200,0.0,0.0,AAL
2024-04-12 00:00:00-04:00,13.239999771118164,13.300000190734863,13.020000457763672,13.149999618530273,35529200,0.0,0.0,AAL
2024-04-15 00:00:00-04:00,13.279999732971191,13.470000267028809,12.899999618530273,12.9399995803833,27451700,0.0,0.0,AAL
2024-04-16 00:00:00-04:00,12.949999809265137,13.140000343322754,12.720000267028809,13.029999732971191,26477200,0.0,0.0,AAL
2024-04-17 00:00:00-04:00,13.449999809265137,13.970000267028809,13.380000114440918,13.890000343322754,52414800,0.0,0.0,AAL
2024-04-18 00:00:00-04:00,14.039999961853027,14.34000015258789,13.960000038146973,14.020000457763672,34966400,0.0,0.0,AAL
2024-04-19 00:00:00-04:00,13.880000114440918,14.279999732971191,13.859999656677246,14.109999656677246,27421700,0.0,0.0,AAL
2024-04-22 00:00:00-04:00,14.279999732971191,14.680000305175781,14.180000305175781,14.529999732971191,27763800,0.0,0.0,AAL
2024-04-23 00:00:00-04:00,13.960000038146973,14.4399995803833,13.880000114440918,14.229999542236328,40237300,0.0,0.0,AAL
2024-04-24 00:00:00-04:00,14.220000267028809,14.329999923706055,13.819999694824219,13.920000076293945,41035100,0.0,0.0,AAL
2024-04-25 00:00:00-04:00,14.210000038146973,14.279999732971191,13.449999809265137,14.130000114440918,58363000,0.0,0.0,AAL
2024-04-26 00:00:00-04:00,14.069999694824219,14.09000015258789,13.640000343322754,13.880000114440918,36527800,0.0,0.0,AAL
2024-04-29 00:00:00-04:00,13.850000381469727,14.020000457763672,13.729999542236328,13.979999542236328,28817400,0.0,0.0,AAL
2024-04-30 00:00:00-04:00,13.850000381469727,13.930000305175781,13.5,13.510000228881836,25788900,0.0,0.0,AAL
2024-05-01 00:00:00-04:00,13.5,13.8100004196167,13.329999923706055,13.579999923706055,28428300,0.0,0.0,AAL
2024-05-02 00:00:00-04:00,13.779999732971191,13.899999618530273,13.6899995803833,13.859999656677246,24191500,0.0,0.0,AAL
2024-05-03 00:00:00-04:00,14.0,14.069999694824219,13.720000267028809,13.850000381469727,22056600,0.0,0.0,AAL
2024-05-06 00:00:00-04:00,13.920000076293945,14.75,13.920000076293945,14.649999618530273,46744300,0.0,0.0,AAL
2024-05-07 00:00:00-04:00,14.539999961853027,14.630000114440918,14.140000343322754,14.25,25770500,0.0,0.0,AAL
2024-05-08 00:00:00-04:00,14.260000228881836,14.520000457763672,14.180000305175781,14.420000076293945,22832400,0.0,0.0,AAL
2024-05-09 00:00:00-04:00,14.359999656677246,14.630000114440918,14.319999694824219,14.479999542236328,23590200,0.0,0.0,AAL
2024-05-10 00:00:00-04:00,14.539999961853027,14.609999656677246,14.319999694824219,14.399999618530273,16180700,0.0,0.0,AAL
2024-05-13 00:00:00-04:00,14.539999961853027,15.069999694824219,14.520000457763672,14.930000305175781,33380100,0.0,0.0,AAL
2024-05-14 00:00:00-04:00,15.09000015258789,15.359999656677246,15.069999694824219,15.1899995803833,27970400,0.0,0.0,AAL
2024-05-15 00:00:00-04:00,15.199999809265137,15.25,14.90999984741211,14.9399995803833,25983600,0.0,0.0,AAL
2024-05-16 00:00:00-04:00,15.0,15.079999923706055,14.65999984741211,14.789999961853027,22652500,0.0,0.0,AAL
2024-05-17 00:00:00-04:00,14.850000381469727,14.989999771118164,14.720000267028809,14.729999542236328,18472100,0.0,0.0,AAL
2024-05-20 00:00:00-04:00,14.770000457763672,14.779999732971191,14.420000076293945,14.520000457763672,26818800,0.0,0.0,AAL
2024-05-21 00:00:00-04:00,14.430000305175781,14.489999771118164,14.010000228881836,14.029999732971191,22692900,0.0,0.0,AAL
2024-05-22 00:00:00-04:00,14.069999694824219,14.25,14.010000228881836,14.100000381469727,19136400,0.0,0.0,AAL
2024-05-23 00:00:00-04:00,14.130000114440918,14.140000343322754,13.720000267028809,13.819999694824219,29089800,0.0,0.0,AAL
2024-05-24 00:00:00-04:00,13.869999885559082,14.029999732971191,13.65999984741211,13.84000015258789,19589300,0.0,0.0,AAL
2024-05-28 00:00:00-04:00,13.850000381469727,13.90999984741211,13.420000076293945,13.4399995803833,32710300,0.0,0.0,AAL
2024-05-29 00:00:00-04:00,12.15999984741211,12.170000076293945,11.3100004196167,11.619999885559082,158980400,0.0,0.0,AAL
2024-05-30 00:00:00-04:00,11.760000228881836,11.779999732971191,11.390000343322754,11.4399995803833,57004600,0.0,0.0,AAL
2024-05-31 00:00:00-04:00,11.510000228881836,11.569999694824219,11.25,11.5,60868400,0.0,0.0,AAL
2024-06-03 00:00:00-04:00,11.600000381469727,11.949999809265137,11.5,11.529999732971191,52899000,0.0,0.0,AAL
2024-06-04 00:00:00-04:00,11.539999961853027,11.789999961853027,11.479999542236328,11.5,39161500,0.0,0.0,AAL
2024-06-05 00:00:00-04:00,11.510000228881836,11.770000457763672,11.449999809265137,11.619999885559082,34340900,0.0,0.0,AAL
2024-06-06 00:00:00-04:00,11.579999923706055,11.729999542236328,11.319999694824219,11.430000305175781,35840600,0.0,0.0,AAL
2024-06-07 00:00:00-04:00,11.359999656677246,11.569999694824219,11.350000381469727,11.5,29411400,0.0,0.0,AAL
2024-06-10 00:00:00-04:00,11.430000305175781,11.569999694824219,11.369999885559082,11.489999771118164,23421000,0.0,0.0,AAL
2024-06-11 00:00:00-04:00,11.40999984741211,11.449999809265137,11.260000228881836,11.279999732971191,25439700,0.0,0.0,AAL
2024-06-12 00:00:00-04:00,11.399999618530273,11.6899995803833,11.390000343322754,11.5,40769700,0.0,0.0,AAL
2024-06-13 00:00:00-04:00,11.449999809265137,11.470000267028809,11.220000267028809,11.4399995803833,33290000,0.0,0.0,AAL
