Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2024-03-27 00:00:00-04:00,150.46063737451573,150.91845525200065,148.19148744617945,150.15211486816406,22879200,0.0,0.0,GOOGL
2024-03-28 00:00:00-04:00,150.13223178829975,150.70945866916398,149.45545946665504,150.2118377685547,24485400,0.0,0.0,GOOGL
2024-04-01 00:00:00-04:00,149.972988921802,154.99896303730998,149.89336775564567,154.75015258789062,31730800,0.0,0.0,GOOGL
2024-04-02 00:00:00-04:00,152.7696006730611,153.96388767365946,151.42601830602345,153.82455444335938,24586000,0.0,0.0,GOOGL
2024-04-03 00:00:00-04:00,152.8691348903896,154.3420883898699,152.0032642638509,154.18284606933594,24705000,0.0,0.0,GOOGL
2024-04-04 00:00:00-04:00,152.7696206660751,154.03358204033015,149.73413005208545,149.81375122070312,34724700,0.0,0.0,GOOGL
2024-04-05 00:00:00-04:00,149.31611992588236,152.6899888823038,148.8881732587718,151.7743682861328,23449300,0.0,0.0,GOOGL
2024-04-08 00:00:00-04:00,152.0530470584528,154.5312047063974,151.8838577680416,154.1132049560547,20702000,0.0,0.0,GOOGL
2024-04-09 00:00:00-04:00,155.34727540542815,157.80552365250796,154.45156393780977,155.8548583984375,31113000,0.0,0.0,GOOGL
2024-04-10 00:00:00-04:00,155.4667384289104,155.8648291004754,153.94400440401932,155.39706420898438,22838600,0.0,0.0,GOOGL
2024-04-11 00:00:00-04:00,156.1633999298141,158.92020887792125,155.71554414142938,158.65150451660156,27166400,0.0,0.0,GOOGL
2024-04-12 00:00:00-04:00,157.20840874623565,159.4576498521726,156.39230314278245,156.9794921875,25329200,0.0,0.0,GOOGL
2024-04-15 00:00:00-04:00,158.1041210913814,158.48231785442226,153.85443413456358,154.12315368652344,27136500,0.0,0.0,GOOGL
2024-04-16 00:00:00-04:00,153.456321466177,154.9093658563506,152.699928048546,153.66531372070312,20779500,0.0,0.0,GOOGL
2024-04-17 00:00:00-04:00,154.8795200598381,156.33257973226392,153.84447529646815,154.73023986816406,21763100,0.0,0.0,GOOGL
2024-04-18 00:00:00-04:00,154.6008594858019,156.19325246003623,153.88428416601494,155.26766967773438,19883000,0.0,0.0,GOOGL
